,0
bawa,2.0
bawkmark,1.0
bawl,2.0
bawlinggg,1.0
baxx,1.0
bay,21.0
baybe,1.0
bayern,1.0
bayle,1.0
bayliss,1.0
bayou,1.0
baz,1.0
bazillion,1.0
bazillionz,1.0
bb,30.0
bba,1.0
bball,3.0
bbbbrrrrrrrrr,1.0
bbbrrr,1.0
bbc,10.0
bbcrew,1.0
bberri,2.0
bbf,1.0
bbff,1.0
bbi,7.0
bbl,9.0
bblr,1.0
bbm,2.0
bbq,55.0
bbqd,1.0
bbqing,1.0
bbrush,1.0
bbvag,1.0
bbye,1.0
bbyshow,1.0
bc,32.0
bcaus,2.0
bccg,1.0
bcit,2.0
bck,4.0
bckkk,1.0
bcoz,3.0
bcreativ,1.0
bcuz,1.0
bcz,1.0
bd,4.0
bday,74.0
bdml,1.0
be,13633.0
bea,12.0
beach,113.0
beachbal,1.0
beachmex,1.0
beachview,1.0
beachwood,1.0
bead,3.0
beag,1.0
beagl,2.0
beam,2.0
beamer,1.0
bean,17.0
beani,3.0
beanz,1.0
bear,58.0
beard,9.0
beardburk,1.0
bearer,1.0
bearfoot,1.0
beast,10.0
beasti,2.0
beastypop,1.0
beat,66.0
beater,1.0
beath,1.0
beathroom,1.0
beati,1.0
beatl,4.0
beatric,1.0
beatweetup,3.0
beatwittyparti,4.0
beaumont,1.0
beaurocraci,1.0
beaut,2.0
beautey,1.0
beauti,201.0
beautifulll,1.0
beautifuul,1.0
beautifyl,1.0
beautyy,1.0
beav,2.0
beaver,1.0
beb,1.0
bebe,3.0
bebeh,1.0
bebeisi,1.0
bebless,1.0
bebo,10.0
bebop,1.0
bec,4.0
becam,12.0
becas,1.0
becasu,1.0
becaus,364.0
becausei,1.0
becca,2.0
beck,4.0
beckett,1.0
becki,3.0
beckiiex,1.0
beckki,1.0
beckon,2.0
beckwith,1.0
beckyyi,1.0
beco,2.0
becom,60.0
becomin,1.0
becoz,1.0
becuas,1.0
becuz,7.0
bed,531.0
bedalii,1.0
bedburi,1.0
bedd,2.0
beddi,1.0
bedford,1.0
bedroom,11.0
bedtim,16.0
bee,32.0
beeeeaaaaatooooo,1.0
beeeeeddddddd,1.0
beeeeen,1.0
beeeem,1.0
beeen,2.0
beef,4.0
beefin,1.0
beefsteak,1.0
beeman,1.0
beep,2.0
beer,80.0
beeri,2.0
beet,2.0
beetch,1.0
beetl,3.0
beetroot,1.0
beez,1.0
beezi,1.0
befah,1.0
befoooor,1.0
befor,329.0
befriend,1.0
beg,4.0
begad,1.0
begam,1.0
beggar,1.0
beggin,1.0
begin,48.0
begonia,1.0
behalf,3.0
behav,6.0
behavior,1.0
behaviour,1.0
behind,58.0
beignet,1.0
beij,2.0
bein,19.0
beinnal,1.0
bej,1.0
bejewl,1.0
bejï,1.0
bekah,1.0
bekz,1.0
bel,2.0
bela,1.0
belat,6.0
belay,1.0
beleiv,1.0
belfast,4.0
belgian,5.0
belgium,6.0
belgrad,1.0
beli,1.0
belief,1.0
believ,193.0
believin,1.0
belinda,3.0
beliv,9.0
bell,18.0
bella,14.0
bellagio,1.0
bellevil,1.0
bellevu,1.0
belli,12.0
bellini,1.0
bellion,1.0
bello,1.0
bellshil,1.0
bellyach,1.0
belmont,2.0
belofsouthi,1.0
belong,15.0
belov,7.0
below,5.0
belt,5.0
beltain,1.0
belvoir,1.0
bem,2.0
ben,33.0
benadryl,4.0
bench,2.0
benchmark,1.0
bend,6.0
bender,2.0
bendito,1.0
beneath,2.0
benedryl,2.0
benefit,8.0
benerin,1.0
benevol,1.0
benick,1.0
benihana,1.0
benjamin,3.0
benji,1.0
benn,1.0
bennett,1.0
bennington,1.0
benson,12.0
benton,1.0
benz,1.0
benzo,1.0
beotch,1.0
beover,1.0
bep,1.0
ber,1.0
berab,1.0
bereft,1.0
berkata,1.0
berkeley,1.0
berkeleyi,1.0
berland,1.0
berlin,5.0
bermuda,1.0
berocca,1.0
berra,2.0
berri,12.0
berto,1.0
berwick,1.0
beshi,1.0
beshia,1.0
besi,1.0
besid,28.0
beso,1.0
besok,1.0
bessant,1.0
best,449.0
bestbuy,1.0
bestest,3.0
bestfriend,6.0
besti,29.0
bestsel,1.0
bestttt,1.0
bet,64.0
beta,16.0
betch,1.0
beth,4.0
bethhh,1.0
beto,2.0
betray,2.0
bett,1.0
betta,4.0
better,613.0
betterrrrrrrr,1.0
betti,10.0
bettiy,1.0
bettterrrrr,1.0
between,40.0
beu,1.0
beup,1.0
bev,1.0
beverag,2.0
beverley,1.0
beverli,2.0
bevvi,1.0
bew,1.0
bewar,3.0
bexi,1.0
beyebless,1.0
beyonc,8.0
beyond,20.0
bf,29.0
bfa,1.0
bfast,1.0
bfe,1.0
bff,22.0
bffl,1.0
bfgurelgbsr,1.0
bfoyf,1.0
bg,7.0
bgeezi,1.0
bggete,1.0
bgn,1.0
bgt,75.0
bgtalent,1.0
bh,6.0
bhaaji,1.0
bhabhi,1.0
bhaha,1.0
bhai,2.0
bham,1.0
bharia,1.0
bhb,4.0
bhi,2.0
bhr,1.0
bhuja,1.0
bi,2.0
bia,3.0
biafra,1.0
bias,3.0
biatch,2.0
bib,1.0
bibi,2.0
bibisita,1.0
bibl,6.0
bicycl,7.0
bid,6.0
bidder,1.0
biddi,1.0
bidor,1.0
bien,2.0
bientï,1.0
bif,2.0
bifoc,1.0
big,287.0
bigest,1.0
bigfanfriday,1.0
bigg,1.0
bigger,16.0
biggest,20.0
bigggest,1.0
biggi,4.0
bigi,1.0
biglot,1.0
bigot,1.0
bigtim,1.0
bigtoach,1.0
bigweekend,1.0
biiig,1.0
biiiiig,1.0
biiip,1.0
bike,68.0
biker,1.0
bikesh,1.0
biketo,1.0
bikini,2.0
biknightu,1.0
biligu,1.0
bill,50.0
billi,7.0
billiam,1.0
billion,5.0
billionth,1.0
billund,1.0
billyidol,1.0
bin,8.0
binari,1.0
bind,21.0
binder,1.0
bindz,1.0
bing,9.0
bingley,1.0
bingo,2.0
bink,1.0
binni,1.0
binocular,1.0
binstruct,1.0
binu,1.0
bio,19.0
biochem,1.0
biolog,8.0
bionomi,1.0
bioshock,2.0
biotch,1.0
bipolar,3.0
bird,48.0
birder,1.0
birdi,5.0
birdse,1.0
birfdayi,1.0
birmingham,7.0
birth,5.0
birthdaaaay,1.0
birthday,242.0
birthdayi,2.0
birthdaypres,1.0
birthdayyy,1.0
birthdayyyi,1.0
bisaaaaaaaaaa,1.0
biscotti,1.0
biscuit,2.0
bishonen,1.0
bishop,2.0
bishopstorford,1.0
bisquick,1.0
bitbett,1.0
bitch,2.0
bitchi,2.0
bite,324.0
biteee,1.0
bithday,1.0
bitin,1.0
bitter,6.0
bittercreek,1.0
bittersweet,5.0
bitti,1.0
bittt,1.0
bitv,1.0
biz,9.0
bizarr,1.0
biznesssss,1.0
bizzl,1.0
bj,3.0
bjaday,1.0
bjj,1.0
bju,1.0
bjudah,1.0
bk,18.0
bkk,3.0
bklyn,2.0
bkuz,1.0
bl,4.0
bla,1.0
blaaaqhhh,1.0
blaahh,1.0
blach,1.0
black,83.0
blackberri,40.0
blackberryless,1.0
blackberrymesseng,1.0
blacket,1.0
blackhawk,2.0
blackjack,2.0
blackk,1.0
blacklist,1.0
blackout,1.0
blackpool,1.0
blackston,1.0
bladder,1.0
blade,6.0
blagh,1.0
blah,38.0
blahe,1.0
blahh,4.0
blahhh,3.0
blahhhhhhhhhhhhhh,1.0
blair,3.0
blairr,1.0
blaisdel,1.0
blake,2.0
blame,25.0
blanca,1.0
blancmang,1.0
blanco,1.0
blank,7.0
blanket,11.0
blanki,3.0
blare,1.0
blase,1.0
blast,30.0
blastinggg,1.0
blatant,1.0
blatantli,1.0
blatent,1.0
blaze,3.0
blazin,1.0
blcok,1.0
bldg,2.0
ble,2.0
bleach,6.0
bleah,1.0
bleaker,1.0
bleargh,1.0
blech,4.0
bleck,1.0
bledel,1.0
bleech,1.0
bleed,13.0
bleedin,1.0
bleeeeah,1.0
bleh,11.0
blehckk,1.0
blehh,2.0
blehhh,2.0
blend,7.0
blender,2.0
blerg,3.0
blerrrrrrrrrrgh,1.0
bless,95.0
bleumenth,1.0
blg,1.0
blighti,1.0
blimey,1.0
blind,8.0
blindli,1.0
bling,2.0
blink,10.0
blinki,1.0
blip,22.0
bliss,8.0
blister,10.0
blk,1.0
bloat,1.0
blob,1.0
blocc,1.0
block,84.0
blockag,1.0
blockbust,3.0
blocker,2.0
blockhead,3.0
blockkkkk,1.0
blockparti,1.0
blog,137.0
blogger,8.0
bloggerif,3.0
bloggin,1.0
blogher,3.0
blogrol,1.0
blogsit,1.0
blogspot,1.0
blogtalk,1.0
blogtalkradio,1.0
blogtv,7.0
bloke,2.0
blokeslib,1.0
blokey,1.0
blom,1.0
blond,13.0
blonder,1.0
blood,36.0
bloodi,38.0
bloodtest,1.0
bloodypoet,2.0
bloom,5.0
bloomington,2.0
bloooooow,1.0
bloss,1.0
blossom,1.0
blous,1.0
blow,54.0
blower,3.0
blowin,3.0
blowjob,1.0
blowout,2.0
blt,1.0
blu,4.0
bludg,1.0
bludger,1.0
blue,62.0
blueberri,4.0
bluedart,1.0
bluegrass,1.0
bluetooth,3.0
bluff,1.0
blumenth,1.0
blunston,1.0
blunt,3.0
blur,4.0
blurb,1.0
blurgh,1.0
bluri,1.0
blurri,1.0
blurry,1.0
blush,5.0
blushhhh,1.0
blvd,2.0
blve,1.0
bm,1.0
bmac,1.0
bmfing,1.0
bmi,1.0
bmore,1.0
bmth,3.0
bmw,1.0
bmx,1.0
bn,1.0
bnefesh,1.0
bni,1.0
bnl,1.0
bnp,2.0
bnx,1.0
bo,2.0
boa,4.0
boagsi,1.0
boak,1.0
board,28.0
boardgam,1.0
boardi,1.0
boast,2.0
boat,18.0
bob,13.0
boba,2.0
bobbi,2.0
bobi,1.0
bobo,1.0
bobobyeby,1.0
boc,1.0
bocum,1.0
bod,2.0
bode,1.0
bodi,58.0
boduch,1.0
bodyshop,2.0
boe,1.0
boet,1.0
bof,1.0
bofa,1.0
boffert,1.0
bog,1.0
bogdan,1.0
boge,1.0
bogi,1.0
bogu,1.0
boi,4.0
boil,12.0
boiler,2.0
boingo,1.0
bois,2.0
bojan,1.0
bold,3.0
boldli,1.0
bollywood,3.0
bologna,1.0
bolshoi,1.0
bolt,6.0
bom,6.0
bomb,14.0
bombard,1.0
bombbb,1.0
bombbbb,1.0
bombtast,1.0
bon,3.0
bond,6.0
bondoc,1.0
bone,28.0
boner,2.0
bonfir,6.0
bong,1.0
bongi,1.0
bonjour,3.0
bonker,4.0
bonnaroo,1.0
bonnet,1.0
bonni,2.0
bonti,1.0
bonu,7.0
bonzo,1.0
boo,142.0
boobag,1.0
boobfe,1.0
boobi,2.0
booboo,2.0
booey,1.0
boofi,1.0
boog,1.0
boogah,1.0
boognish,1.0
booh,1.0
boohoo,4.0
boohoohoo,1.0
boohooo,1.0
boohooooooooooo,1.0
book,221.0
bookbag,2.0
bookchaseï,1.0
booker,1.0
bookfac,1.0
booki,1.0
bookmark,7.0
bookshelf,1.0
bookstor,7.0
boom,11.0
boomin,1.0
boomston,1.0
booni,2.0
booo,23.0
booomb,1.0
boooo,9.0
booooo,8.0
boooooo,6.0
booooooo,2.0
boooooooo,4.0
booooooooo,1.0
boooooooooo,1.0
boooooooooooo,1.0
boooooooor,1.0
boooooor,1.0
booooor,1.0
booor,1.0
boopboopboop,1.0
boosh,1.0
booski,1.0
boost,5.0
booster,1.0
boot,23.0
bootay,1.0
bootcamp,2.0
booth,4.0
booti,3.0
bootleg,3.0
booya,1.0
booz,5.0
booziest,1.0
boozin,1.0
bop,3.0
bor,1.0
borat,2.0
bord,2.0
bordatella,1.0
bordello,1.0
border,7.0
bordom,1.0
bordum,1.0
bore,370.0
boredboot,1.0
boredd,5.0
boredddd,2.0
boreddddd,1.0
boredddddd,1.0
boredddddddd,1.0
boredom,11.0
boreedd,1.0
borgata,1.0
borgellaj,1.0
borgi,1.0
borin,3.0
boringgg,1.0
bork,1.0
bornean,1.0
borri,1.0
borrow,14.0
bose,3.0
boss,31.0
bossi,1.0
bossman,1.0
boston,19.0
bosworth,1.0
bot,10.0
botan,1.0
botch,1.0
botcon,2.0
botega,1.0
both,144.0
bother,36.0
botherin,1.0
bothwel,1.0
botox,1.0
bott,1.0
bottem,1.0
botti,1.0
bottl,43.0
bottom,22.0
boubou,1.0
boulder,3.0
boulevard,1.0
boulmer,1.0
bounc,7.0
bounci,3.0
boundri,1.0
bounti,1.0
bouquet,3.0
bourbon,1.0
bourdon,1.0
bournvil,1.0
bourton,1.0
bout,101.0
bouta,1.0
boutiqu,1.0
bouvier,1.0
bouvierb,1.0
boverd,1.0
bow,7.0
bowi,1.0
bowl,30.0
bowman,1.0
bown,1.0
box,58.0
boxer,4.0
boxi,1.0
boxset,1.0
boy,200.0
boya,1.0
boyet,1.0
boyfrann,1.0
boyfrannnnn,1.0
boyfriend,55.0
boyfrienndd,1.0
boyl,3.0
boyo,1.0
boyssss,1.0
boysssss,1.0
boystown,2.0
boytoy,1.0
boyz,3.0
boyzon,1.0
boyzzzz,1.0
bp,1.0
bpd,1.0
bpm,2.0
bprohibit,1.0
br,2.0
bra,6.0
brace,7.0
bracelet,6.0
bracket,3.0
braclet,1.0
brad,11.0
bradburi,1.0
bradddd,1.0
braddddddddd,1.0
bradi,9.0
bradie,1.0
brag,4.0
bragg,1.0
braggin,1.0
brah,1.0
braid,6.0
braill,1.0
brain,40.0
brainard,1.0
brainbon,2.0
brainfreez,1.0
braini,1.0
brake,3.0
bram,1.0
bran,1.0
branch,4.0
brand,24.0
brandi,4.0
brando,1.0
brandon,9.0
brandwkshop,1.0
branquinho,1.0
brantley,1.0
brasilia,1.0
brass,1.0
brat,3.0
braun,1.0
braunig,1.0
brave,8.0
bravi,1.0
bravo,1.0
bravotv,1.0
brawl,2.0
brawn,1.0
braxton,1.0
brazil,16.0
brazilian,5.0
brazillian,1.0
brb,10.0
bre,2.0
bread,24.0
breadtalk,1.0
break,368.0
breakdown,1.0
breaker,2.0
breakfast,117.0
breakfastservic,1.0
breakfst,1.0
breaki,4.0
breakin,1.0
breakingg,1.0
breakout,1.0
breakroom,1.0
breakthrough,1.0
breakupword,1.0
breannaros,1.0
breast,7.0
breastfeed,1.0
breasticl,1.0
breath,39.0
breathless,1.0
brecki,1.0
bree,1.0
breed,7.0
breesahol,1.0
breez,4.0
breezi,3.0
brekki,6.0
brenda,1.0
brendan,1.0
brenden,1.0
brendon,2.0
brennan,2.0
brent,3.0
brera,1.0
bret,1.0
breton,1.0
brett,4.0
bretti,1.0
brew,10.0
brewcast,1.0
brewer,3.0
breweri,1.0
bri,6.0
brian,13.0
briann,1.0
brianna,2.0
brianï,1.0
bribe,2.0
brick,7.0
brickman,2.0
bridal,3.0
bride,10.0
bridesmaid,1.0
bridezilla,1.0
bridg,13.0
bridget,2.0
brief,8.0
brien,1.0
brighi,1.0
bright,25.0
brighten,5.0
brighter,5.0
brightli,2.0
brighton,5.0
briliant,1.0
brill,4.0
brilliant,20.0
brilliantli,2.0
bring,146.0
bringin,2.0
bringtaraback,1.0
brinn,1.0
brisban,5.0
bristlehead,1.0
bristol,3.0
brit,8.0
britain,34.0
britainsgottal,1.0
britian,1.0
british,8.0
britney,13.0
britt,2.0
britta,1.0
brittani,5.0
brittney,1.0
brittneyi,1.0
brixton,2.0
briyani,1.0
brlliant,1.0
brng,1.0
bro,58.0
broad,1.0
broadband,6.0
broadcast,5.0
broadway,4.0
broc,1.0
broccoli,2.0
broccolli,1.0
brochur,2.0
brockin,1.0
brodi,7.0
broham,1.0
broiler,1.0
brokeback,1.0
brokennn,1.0
broker,1.0
brokey,1.0
brokt,1.0
brokun,1.0
bromeliad,1.0
bron,3.0
bronchiti,5.0
bronco,2.0
bronx,1.0
broodi,2.0
brook,10.0
brooki,1.0
brooklyn,12.0
broom,1.0
broompark,1.0
broooooooo,1.0
broth,3.0
brotha,1.0
brother,133.0
brotherhood,1.0
brotherrrr,1.0
broughti,1.0
brown,17.0
browni,7.0
brownish,1.0
brownout,1.0
brows,9.0
browser,12.0
browsin,1.0
brrr,1.0
brrrrr,1.0
brrrrrr,1.0
bruce,7.0
brudder,1.0
bruh,1.0
bruis,15.0
brule,1.0
brum,1.0
brummi,1.0
brunch,11.0
bruno,5.0
brunswick,1.0
brunt,1.0
brush,5.0
brussel,1.0
bruster,1.0
brutal,2.0
bruv,1.0
bruxel,1.0
bryan,5.0
bryant,2.0
bryce,1.0
brynn,1.0
bs,9.0
bsame,1.0
bsb,2.0
bsc,2.0
bsg,3.0
bsnl,1.0
bsod,1.0
bt,15.0
btche,2.0
btr,1.0
bttf,1.0
bttl,1.0
bttr,1.0
btw,125.0
btween,1.0
btwn,2.0
bu,71.0
buaa,1.0
buat,1.0
bub,1.0
bubb,2.0
bubba,2.0
bubbl,18.0
bubblegum,1.0
bubbletweet,2.0
bubblewrap,1.0
bubblin,1.0
bubl,1.0
buccz,1.0
buch,1.0
bucharest,1.0
bucher,1.0
buck,11.0
bucket,3.0
buckfast,1.0
buckhead,1.0
bucki,1.0
buckl,2.0
buckley,2.0
buckonellen,1.0
bud,14.0
budapest,2.0
budda,1.0
budden,1.0
buddhist,2.0
buddi,39.0
budget,14.0
budweis,1.0
bueeee,1.0
buena,4.0
bueno,7.0
buff,4.0
buffalo,8.0
buffer,2.0
buffet,5.0
buffett,2.0
buffi,2.0
buffoon,1.0
bug,46.0
buger,1.0
bugg,1.0
bugger,12.0
buggi,4.0
buggin,1.0
bugl,2.0
bugui,1.0
bugzi,1.0
buh,1.0
buhahaha,1.0
buhby,1.0
buhbyee,1.0
buhler,1.0
bui,1.0
buididipï,1.0
build,42.0
builder,1.0
buinn,1.0
buis,1.0
buisi,1.0
buka,1.0
bulacan,1.0
bulb,2.0
bulgaria,3.0
bulid,1.0
bulk,3.0
bulki,2.0
bull,9.0
bulldog,1.0
bulldyk,1.0
bullet,3.0
bulletin,1.0
bullhorn,1.0
bulli,5.0
bullschitt,1.0
bullsey,1.0
bullshit,1.0
bullwinkl,1.0
bulmer,2.0
bum,63.0
bumabawi,1.0
bumb,1.0
bumbpi,1.0
bumf,1.0
bummer,44.0
bummerrr,1.0
bump,18.0
bumper,1.0
bumuka,1.0
bun,4.0
bunch,21.0
bunchh,1.0
bundi,1.0
bundl,1.0
bundoora,1.0
bung,2.0
bungl,1.0
bunk,2.0
bunni,21.0
bunt,1.0
bunuelo,1.0
buongiorno,1.0
burb,1.0
burbank,6.0
burden,2.0
bureaucraci,1.0
buren,1.0
burfday,2.0
burga,1.0
burgen,1.0
burger,18.0
burgfest,1.0
burgh,1.0
burguer,1.0
burgundi,1.0
buri,7.0
burial,1.0
burlesqu,1.0
burma,1.0
burn,105.0
burner,2.0
burnet,1.0
burnett,1.0
burnin,1.0
burnout,1.0
burnsi,1.0
burnsid,1.0
burp,5.0
burr,2.0
burrito,15.0
burrough,1.0
burst,4.0
burton,1.0
bus,1.0
busay,1.0
buse,2.0
bush,14.0
bushidokan,1.0
busi,205.0
busier,1.0
busiest,2.0
businessi,1.0
busog,1.0
buss,1.0
bussi,1.0
bust,19.0
bustin,1.0
busyy,1.0
but,3409.0
butbutbut,1.0
butbutbuttt,1.0
butch,1.0
butck,1.0
butget,1.0
buti,3.0
butidntknohow,1.0
butineedhelp,1.0
butler,2.0
butless,1.0
butlin,1.0
butmi,1.0
butno,1.0
butoan,1.0
butt,25.0
buttefli,1.0
butter,21.0
buttercup,2.0
butterfli,8.0
buttermilk,1.0
buttershot,1.0
buttfuck,1.0
butthurt,1.0
butti,1.0
buttock,1.0
button,27.0
buttt,2.0
butttt,2.0
butï,1.0
buu,2.0
buut,1.0
buuu,1.0
buuut,1.0
buuuut,3.0
buwies,1.0
buxton,1.0
buy,292.0
buyer,2.0
buyin,2.0
buzi,2.0
buzz,17.0
buzzer,1.0
bw,1.0
bwaaaahhh,1.0
bwaha,1.0
bwahah,2.0
bwahaha,1.0
bwahahaha,1.0
bwahahahaha,1.0
bwahahahahahaha,1.0
bwahahahahahahaha,1.0
bwarg,1.0
bwater,1.0
bwi,1.0
bwl,1.0
bwm,1.0
bwrc,1.0
bwt,1.0
bww,1.0
bx,1.0
by,645.0
bye,88.0
byeby,4.0
byee,1.0
byeee,2.0
byeeee,2.0
byeeeee,3.0
byeeeeeeeee,1.0
bylaurenluk,1.0
bymyself,1.0
byron,1.0
byspork,2.0
bytheway,1.0
byw,1.0
byyi,1.0
bz,2.0
bï,3.0
c,158.0
ca,17.0
caaaaan,1.0
caan,1.0
caaus,1.0
cab,10.0
cabanaaaaaa,1.0
cabaret,1.0
cabbag,3.0
cabbi,1.0
cabin,5.0
cabinet,4.0
cabl,20.0
cabo,1.0
cabrera,2.0
cabut,2.0
cac,3.0
caca,2.0
cace,1.0
cach,7.0
cactu,1.0
cad,1.0
cadburi,4.0
caddi,2.0
cade,1.0
cadet,1.0
caesar,1.0
caf,1.0
cafe,23.0
cafeteria,2.0
caffein,6.0
caffen,1.0
caffien,1.0
caffin,1.0
cafï,1.0
caga,1.0
cagalawan,1.0
cagayan,1.0
cage,7.0
cagebal,1.0
cah,1.0
cahng,1.0
cain,2.0
cairn,1.0
cait,1.0
caiti,1.0
caitlin,1.0
cajon,1.0
cajun,1.0
cake,89.0
cakin,1.0
cakss,1.0
cal,8.0
calabria,1.0
caladesi,1.0
caland,1.0
calanqu,1.0
calavera,1.0
calc,2.0
calcul,4.0
calculu,2.0
calcutta,2.0
calder,1.0
cale,1.0
caleb,3.0
calendar,7.0
calexico,1.0
calfornia,1.0
calgari,2.0
calgon,1.0
cali,23.0
calib,1.0
calibr,1.0
caliburn,1.0
calicut,1.0
calient,1.0
california,27.0
califur,1.0
calippo,1.0
call,457.0
calla,1.0
callback,3.0
calleen,1.0
callen,1.0
caller,1.0
callin,6.0
calll,2.0
callll,1.0
calllll,1.0
callsheet,1.0
callum,2.0
calm,12.0
calmer,1.0
calmin,1.0
calmmm,1.0
calor,1.0
calori,6.0
calpol,1.0
caltrain,1.0
calvin,3.0
calyx,1.0
cam,12.0
camara,1.0
camb,1.0
cambi,1.0
cambodian,3.0
cambridg,2.0
camcord,3.0
camden,2.0
camel,1.0
cameo,2.0
camera,67.0
camerabag,1.0
cameraphon,1.0
cameron,4.0
camiguin,1.0
camink,1.0
camomil,1.0
camool,1.0
camp,36.0
campaign,3.0
camper,6.0
campfir,1.0
campi,1.0
campin,1.0
campjitterbug,1.0
campo,1.0
campp,1.0
campu,6.0
can,2316.0
canad,1.0
canada,33.0
canadamigo,1.0
canadian,4.0
canal,5.0
canalway,1.0
canasta,1.0
canazarro,1.0
canberra,3.0
canc,1.0
cancel,79.0
cancer,21.0
cancerfre,1.0
cancertown,1.0
cancion,1.0
cancl,2.0
cancuk,1.0
cand,1.0
candac,3.0
candamir,1.0
candi,19.0
candic,1.0
candid,5.0
candl,3.0
candlelight,1.0
cane,3.0
cankl,1.0
canna,1.0
cannabi,1.0
cannib,2.0
cannondal,1.0
cano,1.0
canon,4.0
cant,392.0
cantab,1.0
cantazaro,1.0
cantera,1.0
canterburi,3.0
cantt,1.0
cantttt,1.0
canuck,13.0
canuckss,1.0
canva,3.0
canvas,1.0
canyon,1.0
canï,9.0
cao,1.0
cap,15.0
capabl,1.0
capac,6.0
capcom,1.0
cape,9.0
capit,7.0
capitan,1.0
capoeira,1.0
capon,1.0
captain,8.0
caption,2.0
captiv,2.0
captur,3.0
capulet,1.0
caput,1.0
car,279.0
cara,1.0
caraf,1.0
caramel,4.0
caravan,1.0
carb,3.0
carbon,3.0
carbonara,1.0
carcassonn,1.0
card,130.0
cardboard,3.0
cardiff,3.0
cardigan,2.0
cardin,1.0
cardio,4.0
care,129.0
career,9.0
carefre,1.0
careless,6.0
careok,1.0
carera,1.0
carey,2.0
cargo,2.0
cari,4.0
caribbean,1.0
carillo,1.0
carina,1.0
carl,5.0
carla,2.0
carleigh,1.0
carless,1.0
carli,3.0
carlil,2.0
carlin,1.0
carlingford,1.0
carlo,2.0
carlsbad,1.0
carlton,2.0
carmen,2.0
carmik,1.0
carn,3.0
carnag,1.0
carnisada,1.0
carniv,5.0
carnivalsofpari,1.0
carnivor,1.0
carnt,4.0
caro,1.0
carol,4.0
carolina,9.0
carolyn,1.0
caroooo,1.0
carowind,1.0
carpark,1.0
carpent,3.0
carpet,6.0
carpool,1.0
carr,3.0
carrer,1.0
carri,26.0
carribbean,1.0
carrier,5.0
carrol,1.0
carrot,3.0
carrrr,1.0
carseat,1.0
carsick,1.0
carson,2.0
cart,4.0
carter,23.0
carthag,1.0
cartilag,1.0
cartoon,8.0
caruso,1.0
carv,1.0
carvil,1.0
carwash,1.0
carï,1.0
casa,6.0
casablanca,1.0
casagrand,1.0
case,53.0
casey,3.0
cash,18.0
cashflow,1.0
cashi,1.0
cashier,2.0
cashout,2.0
casino,6.0
cask,1.0
caspar,1.0
caspian,1.0
cass,2.0
cassade,1.0
cassandra,1.0
casserol,1.0
cassett,2.0
cassi,5.0
cassidi,2.0
cassio,1.0
casson,1.0
cassoulet,1.0
cast,18.0
castelvania,1.0
casterbridg,1.0
castiel,2.0
castil,1.0
castl,9.0
castlebar,1.0
castro,1.0
casu,1.0
casual,3.0
casualti,1.0
cat,134.0
catacomb,1.0
catalog,2.0
catalogu,1.0
catalyst,1.0
cataract,1.0
catch,168.0
catcher,3.0
catchi,2.0
catchup,1.0
catchyy,1.0
categori,9.0
cater,2.0
caterpillar,1.0
catfight,1.0
cath,1.0
cathay,1.0
catherin,2.0
cathi,1.0
cathol,1.0
cathylo,1.0
catlaugh,1.0
catnap,1.0
catnip,1.0
catt,1.0
catti,1.0
catullu,1.0
caturday,1.0
catvampe,1.0
catwalk,2.0
cau,1.0
caucasian,1.0
caulk,1.0
caus,211.0
cause,1.0
causee,2.0
causin,1.0
cautiou,2.0
cauveri,1.0
cauz,2.0
cauzinhoooo,1.0
cav,19.0
cavalcad,1.0
cave,2.0
caveat,1.0
caviar,2.0
cavit,1.0
caviti,2.0
caww,1.0
cayman,1.0
cayogi,1.0
cayuga,1.0
cb,1.0
cba,6.0
cbbc,1.0
cbd,1.0
cbeebi,2.0
cc,4.0
cccd,1.0
ccie,1.0
ccna,1.0
ccnet,1.0
ccnp,1.0
cco,1.0
ccp,1.0
ccri,1.0
ccï,1.0
cd,52.0
cda,1.0
cdcave,1.0
cdn,1.0
ce,5.0
ceas,3.0
ceasar,1.0
cebu,3.0
cece,1.0
cecilia,1.0
ceddi,1.0
ceil,5.0
cel,1.0
celeb,10.0
celebr,70.0
celebratori,1.0
celebret,1.0
celebritytweet,1.0
celebxxxvidsyh,1.0
celest,2.0
celib,1.0
celin,1.0
celina,1.0
cell,30.0
cellgroup,1.0
celli,1.0
cello,1.0
cellphon,7.0
cellstorm,1.0
celtic,4.0
cement,2.0
cemetari,2.0
cenar,1.0
cenario,1.0
censor,3.0
cent,7.0
center,21.0
centigrad,2.0
cento,1.0
centr,11.0
central,16.0
centro,2.0
centuri,3.0
ceo,2.0
cept,1.0
cera,2.0
ceram,1.0
cereal,12.0
ceremoni,7.0
cerrito,1.0
cert,2.0
certain,22.0
certainli,18.0
certainti,1.0
certian,1.0
certif,2.0
cervelo,1.0
cervic,1.0
cesar,1.0
cesna,1.0
cest,1.0
ceva,1.0
cevich,1.0
cf,4.0
cfi,1.0
cg,3.0
cgi,2.0
ch,16.0
cha,8.0
chaa,1.0
chaaron,1.0
chaayaa,1.0
chabibi,1.0
chaceeeeee,1.0
chachi,2.0
chackin,1.0
chad,3.0
chai,9.0
chain,8.0
chainsaw,2.0
chair,9.0
chairman,1.0
chal,2.0
chale,1.0
chalet,3.0
chalk,1.0
chalki,1.0
challah,1.0
challang,2.0
challeng,25.0
cham,1.0
